Building Id,Cogent Market,Ranking,Address,Building/Node Name,City,State,Zip Code,On Net Date,On Net Status,Site Type
21530-0,Basel,1,Margarethenstrasse 40,COI Hub - BSL01 - IWB,Basel,CH,4008,12/12/08,Lit,Carrier Neutral Data Center
21535-1,Amsterdam,1,Luttenbergweg 4,Equinix Amsterdam AM1/AM2,Amsterdam,NL,1101 EC,10/23/08,Lit,Carrier Neutral Data Center
21543-1,Prague,1,Tiskarska 10,TTC Teleport,Prague,CZ,11000,12/15/10,Lit,Carrier Neutral Data Center
21543-2,Prague,1,Tiskarska 10,DataCamp CZ,Prague,CZ,11000,2/22/11,Lit,Carrier Neutral Data Center
21576-0,Kapitan Andreevo,1,"3, Bialo more street",COI Hub - HKV01 - Telecom Service Bulgaria,Kapitan Andreevo,BG,E2000,10/6/10,Lit,Carrier Neutral Data Center
21604-0,Tallinn,1,Adala 4,COI Hub - TLL01 - Elisa Datacenter,Tallinn,EE,10614,2/27/09,Lit,Carrier Neutral Data Center
21620-1,El Paso,1,500 W Overland Avenue,COI Hub - ELP01 - Transtelco Data Center,El Paso,TX,79901,1/26/09,Lit,Carrier Neutral Data Center
21644-0,London,1,"Volt Ave, Powergate, Unit 1",COI Pop - LON10 - Telecity Powergate,London,UK,NW10 6PW,2/16/09,Lit,Carrier Neutral Data Center
21679-1,Paris,1,3 Boulevard des Bouvets,Defense Data Center,Nanterre,FR,92 000,8/1/12,Lit,Carrier Neutral Data Center
2173-1,"Washington, DC",1,"8229 Boone Blvd, Basement",Secure Access,Vienna,VA,22182,2/27/12,Lit,Carrier Neutral Data Center
2176-1,"Washington, DC",1,8502 Tyco Rd,Equinix (Formerly Switch and Data),Vienna,VA,22182,3/12/02,Lit,Carrier Neutral Data Center
21787-0,Berlin,1,Nonnendammallee 15,E-Shelter,Berlin,GM,13599,9/23/09,Lit,Carrier Neutral Data Center
21790-0,Florence,1,"Via Lucchese 141, Sesto Fiorentino",Playnet Datacenter,Florence,IT,50019,7/7/10,Lit,Carrier Neutral Data Center
21793-0,Paris,1,7-9 avenue des Arts et MÃ©tiers,InterXion 3,Saint Denis,FR,93200,9/13/10,Lit,Carrier Neutral Data Center
21801-0,Phoenix,1,8521 E Princess Drive,i/o Data Center Scottsdale,Scottsdale,AZ,85255,2/15/10,Lit,Carrier Neutral Data Center
21802-1,San Diego,1,9305 Lightwave Ave,American Internet Services,San Diego,CA,92123,9/9/09,Lit,Carrier Neutral Data Center
21806-0,Laredo,1,520 Matamoros,COI Hub - LRD01 - 520 Matamoros,Laredo,TX,78040,3/31/09,Lit,Carrier Neutral Data Center
21839-0,Bucharest,1,6A Dimitrie Pompeiu,NXdata 2 (IEMI Bldg),Bucharest,RO,20337,7/14/09,Lit,Carrier Neutral Data Center
21908-0,Amsterdam,1,Tupolevlaan 101,Interxion AMS_5,Schiphol-Rijk,NL,1119 PA,6/26/09,Lit,Carrier Neutral Data Center
21938-1,Sofia,1,122 Ovche Pole Street,COI Hub - SOF02 - Telepoint,Sofia,BG,1303,6/3/09,Lit,Carrier Neutral Data Center
21978-0,Basel,1,Guterstrasse 72,Colobale Datacenter,Prattln,CH,4133,6/26/09,Lit,Carrier Neutral Data Center
21982-0,Stockholm,1,Kvastvagen 25,COI Hub - STO03 - Equinix SK2,Skondal,SE,12862,9/25/09,Lit,Carrier Neutral Data Center
22028-0,Monterrey,1,Av. San Jeronimo 210 Pte. Col. San Jeronimo,COI Hub - MTY01 - Marcatel Monterey,Monterey,MX,64640,9/25/09,Lit,Carrier Neutral Data Center
22034-0,Queretaro,1,"Av de la Loma 125, Col. San Pablo",COI Hub - QRO01 - Marcatel Queretaro,Queretaro,MX,76130,10/7/09,Lit,Carrier Neutral Data Center
22040-0,Guadalajara,1,"Av. Chapultepec No. 236 Col. Americana, Sector Ju",COI Hub - GDL01 - Marcatel Guadalajara,Guadalajara,MX,44160,10/23/09,Lit,Carrier Neutral Data Center
22044-0,Mexico City,1,Poniente 122 No. 551-A Col. Industiral Vallejo,COI Hub - MEX01 - Marcatel Mexico City,Mexico City,MX,0,10/15/09,Lit,Carrier Neutral Data Center
22091-1,Sofia,1,135 Tsarigradsko Shosse,Daticum,Sofia,BG,1784,5/31/10,Lit,Carrier Neutral Data Center
22103-0,Montreal,1,2341 Alfred Nobel,Cologix 6,Saint-Laurent,QC,H4S2A9,11/3/09,Lit,Carrier Neutral Data Center
22104-0,Montreal,1,2351 Alfred Nobel,Cologix 5,Saint-Laurent,QC,H4S2A9,11/3/09,Lit,Carrier Neutral Data Center
22109-0,Mexico City,1,Prologacion Paseo de la Reforma No. 5287,"KIO l (Fase1, 2, 3 & 4) Mexico City",Mexico D.F.,MX,5000,6/12/12,Lit,Carrier Neutral Data Center
2211-1,Stamford,1,1351 Washington Blvd,COI Hub - HPN04 - Fibertech,Stamford,CT,6902,12/27/07,Lit,Carrier Neutral Data Center
22111-0,Rome,1,Via della Civilta del Lavoro 52,EurFacility,Rome,IT,144,9/30/09,Lit,Carrier Neutral Data Center
22116-0,Berlin,1,Gradestrasse 60,Level 3 Gateway-Berlin,Berlin,GM,12347,12/16/09,Lit,Carrier Neutral Data Center
22161-0,Chicago,1,1905 Lunt Avenue,Equinix IBX-CH3,Elk Grove Village,IL,60007,9/11/09,Lit,Carrier Neutral Data Center
22476-0,Liverpool-Southport,1,Wight Moss Way 4 Archway,COI Hub - LPL01 - Hibernia Atlantic-Southport,Southport,UK,PR8 4HQ,8/26/10,Lit,Carrier Neutral Data Center
22496-3,Rotterdam,1,Schuttevaerweg 48,COI Hub - RTM01 - bytesnet (former RIX),Rotterdam,NL,CK 3044,12/1/13,Lit,Carrier Neutral Data Center
2250-1,Boston,1,300 Bent St - 1st Floor,Level 3,Cambridge,MA,2141,8/23/01,Lit,Carrier Neutral Data Center
22559-0,Phoenix,1,615 N 48th Street,i/o Data Centers - Phoenix ONE,Phoenix,AZ,85008,11/25/09,Lit,Carrier Neutral Data Center
22573-0,Brussels,1,Excelsiorlaan 15,AXS Belgium,Zaventem,BE,1930,1/8/10,Lit,Carrier Neutral Data Center
22596-1,Boston,1,59 Innerbelt Road,Cogent Data Center,Somerville,MA,2143,12/17/09,Lit,Cogent Data Center
22719-0,Paris,1,10 rue Waldeck Rochet,Telecity Condorcet Facility 10,Aubervilliers,FR,93300,7/22/10,Lit,Carrier Neutral Data Center
22738-0,Dublin,1,Unit 2 Northwest Business Park Ballycoolin,TelecityGroup (DEG),Dublin,IE,Dublin 15,3/19/10,Lit,Carrier Neutral Data Center
22739-0,Dublin,1,Unit 24 Hume Avenue Park West Business Park,InterXion 2-Dublin,Dublin,IE,Dublin 12,3/30/10,Lit,Carrier Neutral Data Center
22764-0,Paris,1,11-13 Avenue des Arts et Metiers,InterXion 5,Saint Denis,FR,93200,8/16/10,Lit,Carrier Neutral Data Center
22773-0,Luxembourg,1,"4, rue A. Graham Bell",COI Hub - LUX01 - Luxconnect Datacenter,Bettembourg,0,L-3235,10/18/10,Lit,Carrier Neutral Data Center
22783-0,Geneva,1,48 Route du Bois-des-Freres,Equinix 2 Geneva,Le Lignon,CH,1219,9/17/10,Lit,Carrier Neutral Data Center
2281-1,Chicago,1,350 E Cermak Rd,COI Pop - ORD03 - Equinix,Chicago,IL,60616,10/4/01,Lit,Carrier Neutral Data Center
2281-5,Chicago,1,350 E Cermak Rd - 2nd floor,Telx Meet-Me-Room,Chicago,IL,60616,3/11/08,Lit,Carrier Neutral Data Center
2281-6,Chicago,1,350 E Cermak Rd,Advantage Futures,Chicago,IL,60616,11/5/09,Lit,Carrier Neutral Data Center
22831-1,Colorado Springs,1,102 S Tejon Street,COI Hub - COS01 - Data102,Colorado Springs,CO,80903,4/30/10,Lit,Carrier Neutral Data Center
22847-1,Seattle,1,12101 Tukwila International Boulevard,Digital Forest,Tukwila,WA,98168,3/26/10,Lit,Carrier Neutral Data Center
22847-3,Seattle,1,12101 Tukwila International Boulevard,Fortress,Tukwila,WA,98168,8/19/11,Lit,Carrier Neutral Data Center
22851-1,Seattle,1,3311 S 120th Place,COI Pop - SEA03 - Intergate East Sabey Carrier MMR,Tukwila,WA,98168,3/26/10,Lit,Carrier Neutral Data Center
22851-6,Seattle,1,3311 S 120th Place,CoreLink,Tukwila,WA,98168,12/15/11,Lit,Carrier Neutral Data Center
22859-0,Seattle,1,3433 S 120th Place,Intergate East Building 4,Tukwila,WA,98168,6/28/13,Lit,Carrier Neutral Data Center
22860-0,Seattle,1,3355 S 120th Place,Intergate East Building 5 - SDC52,Tukwila,WA,98168,5/27/10,Lit,Carrier Neutral Data Center
2287-0,Chicago,1,601 W Polk St,InnerNet Center@601 W. Polk,Chicago,IL,60607,7/30/14,Lit,Carrier Neutral Data Center
22887-0,San Diego,1,12270 World Trade Drive,Castle Access Data Center,San Diego,CA,92128,8/2/10,Lit,Carrier Neutral Data Center
22890-0,Paris,1,29 rue Edith Cavell,Iliad Enterprises Data Center,Vitry Sur Seine,FR,94400,8/20/10,Lit,Carrier Neutral Data Center
22891-0,Udine,1,"Via Spilimbergo 70, 33, 37",COI Hub - UDN01 - UDINE Data Center,Pasian di Prato,IT,33037,6/1/11,Lit,Carrier Neutral Data Center
22892-0,Zagreb,1,Vrtni put 1,VIPNET,Zagreb,HR,10000,6/17/10,Lit,Carrier Neutral Data Center
22971-0,Brno,1,Cejl 20,Master Internet (old BRQ01),Brno,CZ,602 00,9/14/10,Lit,Carrier Neutral Data Center
22971-1,Brno,1,Cejl 20,COI Hub - BRQ01 - Dial Telecom,Brno,CZ,602 00,8/30/12,Lit,Carrier Neutral Data Center
22985-0,Krakow,1,Biskupinska 19,COI Hub - KRK01 - Netia-Krakow,Krakow,PO,30732,9/24/10,Lit,Carrier Neutral Data Center
22988-0,Warsaw,1,Piekna 11,COI Hub - WAW01 - Netia-Warszawa,Warsaw,PO,0,9/29/10,Lit,Carrier Neutral Data Center
22990-0,Boise,1,3795 S. Development Avenue,"COI Hub - BOI01 - Boise, ID",Boise,ID,83705,5/14/10,Lit,Carrier Neutral Data Center
22998-0,Luxembourg,1,210 Rue de Noertzange,EBRC-Kayl Data Center,Kayl,0,3670,12/9/10,Lit,Carrier Neutral Data Center
23000-0,Albuquerque,1,123 Central Avenue NW,Big Byte Data Center,Albuquerque,NM,87102,5/27/10,Lit,Carrier Neutral Data Center
23003-0,Phoenix,1,3402 East University Drive,Phoenix NAP,Phoenix,AZ,85034,5/28/10,Lit,Carrier Neutral Data Center
23004-0,Zagreb,1,"Banl, 75",Megatrend Business Soluti,Zagreb Buzin,HR,10100,9/23/10,Lit,Carrier Neutral Data Center
23052-0,Los Angeles,1,445 N Douglas St,Equinix LA4,El Segundo,CA,90245,3/18/10,Lit,Carrier Neutral Data Center
23063-0,Sofia,1,"Druzhba 1 district, 10 5030 Str.",Equinix SO 1,Sofia,BG,1592,5/31/10,Lit,Carrier Neutral Data Center
23090-0,San Sebastian,1,Parque Empresarial Zuatzu Edificio Easo 2,COI Hub - EAS02 - Ibercom-CPD,San Sebastian,ES,20018,8/27/10,Lit,Carrier Neutral Data Center
23096-0,Mexico City,1,Sierra Candela #111 Col Lomas de Chapultepec,COI Pop - MEX02 MCM Data Center,Miguel Hidalgo,MX,11000,7/9/10,Lit,Carrier Neutral Data Center
23101-0,London,1,22 Coriander,Telehouse West,London,UK,E14 2AA,7/26/10,Lit,Carrier Neutral Data Center
23257-1,Albuquerque,1,725 6th St NW,OSO Technologies,Albuquerque,NM,87102,10/22/10,Lit,Carrier Neutral Data Center
2326-1,Chicago,1,427 S LaSalle St Suite 405,365 Main (Formerly Equinix),Chicago,IL,60605,12/21/01,Lit,Carrier Neutral Data Center
2326-2,Chicago,1,427 S LaSalle St Suite 405,365 Main (Formerly Equinix),Chicago,IL,60605,2/21/05,Lit,Carrier Neutral Data Center
2326-3,Chicago,1,427 S LaSalle,Verio Data Center,Chicago,IL,60605,2/28/05,Lit,Cogent Data Center
2326-4,Chicago,1,427 S LaSalle St,CoreSite MMR,Chicago,IL,60605,1/7/08,Lit,Carrier Neutral Data Center
23275-0,Gijon,1,Avda de Oviedo 26,COI Hub - OVD01 - GIT,Gijon,ES,33211,8/18/10,Lit,Carrier Neutral Data Center
2329-6,Chicago,1,600 S Federal St,Telx MMR Suite 702,Chicago,IL,60605,9/26/14,Lit,Carrier Neutral Data Center
23307-0,Kharkiv,1,"28-b, Vaschenkovsky Lane",COI Hub - HRK01 - Atracom Data Center,Kharkiv,UA,61010,11/3/10,Lit,Carrier Neutral Data Center
23309-0,Odessa,1,Dalnitskaya 46,COI Hub - ODS01 - Hosting.UA Data Center,Odessa,UA,65001,6/3/11,Lit,Carrier Neutral Data Center
2332-1,Chicago,1,717 S Wells St,Inteliquent (fka Neutral Tandem fka Layer One),Chicago,IL,60607,5/21/02,Lit,Carrier Neutral Data Center
23439-0,Paris,1,11-15 rue Galilee,Interxion 6,Ivry-sur-Seine Paris,FR,94200,10/13/10,Lit,Carrier Neutral Data Center
2352-4,Cleveland,1,1621 Euclid Ave,COI Hub - CLE04 - CCOI Datacenter,Cleveland,OH,44115,7/7/08,Lit,Cogent Data Center
2352-6,Cleveland,1,1621 Euclid Avenue Suite 730,Fidelity Access LLC,Cleveland,OH,44115,3/2/12,Lit,Carrier Neutral Data Center
23583-0,Las Vegas,1,7135 S Decatur Blvd,Switch Super Nap,Las Vegas,NV,89118,9/29/11,Lit,Carrier Neutral Data Center
23602-1,Las Vegas,1,1110 Palms Airport Drive,VegasNap/Fiberhub,Las Vegas,NV,87119,2/2/12,Lit,Carrier Neutral Data Center
23611-0,"Washington, DC",1,44480 Hastings Drive,Ashburn Corporate Center- DFT ACC4,Ashburn,VA,20147,12/17/10,Lit,Carrier Neutral Data Center
23612-0,"Washington, DC",1,44521 Hastings Drive,Ashburn Corp Ctr - DFT ACC5,Ashburn,VA,20147,12/17/10,Lit,Carrier Neutral Data Center
23616-0,New Jersey,1,365 South Randolphville Road,Digital Realty Trust,Piscataway,NJ,8854,12/31/13,Lit,Carrier Neutral Data Center
23655-1,Louisville,1,332 W. Broadway,COI Hub - SDF01 - Cogent Louisville Data Center,Louisville,KY,40202,11/14/13,Lit,Cogent Data Center
23657-1,Frankfurt,1,Lyoner Strasse 15,Cogent Data Center,Frankfurt,GM,60528,11/11/10,Lit,Cogent Data Center
23665-0,Venice,1,Galleria Spagna 28,COI Hub - VCE01 - VSIX,Padova,IT,35127,12/16/10,Lit,Carrier Neutral Data Center
23673-1,Birmingham,1,600 18th Street N,APCO/Southern Telecom Data Center,Birmingham,AL,35203,3/29/11,Lit,Carrier Neutral Data Center
23719-0,Leeds,1,11-15 Hunslet Road,COI Hub - LBA01 - Salem Church,Leeds,UK,LS10 1JQ,4/7/11,Lit,Carrier Neutral Data Center
23723-0,Houston,1,5150 Westway Park Blvd,Cyrus One - Houston West,Houston,TX,77041,3/9/11,Lit,Carrier Neutral Data Center
23732-0,Orange County,1,17222 Von Karman,zColo (formerly operated by Latisys),Irvine,CA,92614,11/27/12,Lit,Carrier Neutral Data Center
23766-0,Houston,1,4201 Southwest Frwy,CyrusOne,Houston,TX,77027,10/19/07,Lit,Carrier Neutral Data Center
23767-0,Houston,1,4211A Southwest Frwy,CyrusOne,Houston,TX,77027,1/6/11,Lit,Carrier Neutral Data Center
23776-0,Sevilla,1,"Av. Montesierra (Pol. Ind. Ctra. Amarilla), nÂº36",COI Hub - SVQ01 - Sevilla Telvent,Sevilla Telvent,ES,Pending,3/31/11,Lit,Carrier Neutral Data Center
23785-1,Santa Clara,1,2151 Mission College Boulevard,Internap,Santa Clara,CA,95054,12/6/10,Lit,Carrier Neutral Data Center
23801-0,"Washington, DC",1,21635 Red Rum Drive,zColo (formerly operated by Latisys),Ashburn,VA,20147,12/10/10,Lit,Carrier Neutral Data Center
23813-0,Slough-West London,1,8 Buckingham Avenue,Equinix-LD5,Slough Berkshire,UK,SL1 4AX,10/26/10,Lit,Carrier Neutral Data Center
23914-0,Philadelphia,1,4775 League Island Blvd,Philadelphia Technology P,Philadelphia,PA,19112,9/25/14,Lit,Carrier Neutral Data Center
23948-0,Indianapolis,1,401 N Shadeland Ave,Lifeline Data Center,Indianapolis,IN,46219,9/10/14,Lit,Carrier Neutral Data Center
23950-0,Warsaw,1,U.l. Piekna 11 A,Lukman Multitech SP - Dat,Warsaw,PO,lok12,2/1/11,Lit,Carrier Neutral Data Center
23974-0,Oklahoma City,1,4121 Perimeter Center Place,TierPoint/Perimeter Technology Center,Oklahoma City,OK,73122,12/28/11,Lit,Carrier Neutral Data Center
24081-0,"Washington, DC",1,43881 Devin Shafron Dr,DRT Ashburn Campus - Blgd. B,Ashburn,VA,20147,9/30/13,Lit,Carrier Neutral Data Center
2424-0,Dallas,1,2020 Live Oak St,Telecom Carrier Hotel Bldg,Dallas,TX,75201,1/20/07,Lit,Carrier Neutral Data Center
24250-0,New Jersey,1,3 Corporate Place,Digital Realty Trust,Piscataway,NJ,8854,12/31/13,Lit,Carrier Neutral Data Center
2428-1,Dallas,1,3180 Irving Blvd - 1st Floor,Level 3,Dallas,TX,75247,2/25/02,Lit,Carrier Neutral Data Center
24322-0,Memphis,1,3706 Alumni Avenue,"COI Hub - MEM01 - Univ of Memphis, 101 Jones Hall",Memphis,TN,38152,5/13/11,Lit,Carrier Neutral Data Center
24352-0,New York,1,7 Teleport Drive,Telehouse,Staten Island,NY,10311,7/9/15,Lit,Carrier Neutral Data Center
24495-0,Newark,1,777 Central Blvd,SunGard 777 Central,Carlstadt,NJ,7072,9/25/15,Lit,Carrier Neutral Data Center
24643-0,Dallas,1,1009 Jupiter Rd.,Global IP Data Center,Plano,TX,75074,9/23/14,Lit,Carrier Neutral Data Center
254-1,Boston,1,500 Rutherford Ave,Windstream Data Center,Charlestown,MA,2129,4/14/08,Lit,Carrier Neutral Data Center
25461-0,Rotterdam,1,"Van Nelleweg 1, 3044 BC Rotterdam",Smart DC,Rotterdam,0,3044 BC,4/27/12,Lit,Carrier Neutral Data Center
25512-0,Sacramento,1,11085 Sun Center Dr,COI Pop - SMF03 - Sungard Data Center,Rancho Cordova,CA,95670,3/8/13,Lit,Carrier Neutral Data Center
25515-0,Manchester,1,"Delta House, Wavell Road",Teledata,Manchester,0,M22 5QZ,6/3/11,Lit,Carrier Neutral Data Center
25525-0,"Washington, DC",1,18155 Technology Drive - Pod A,NAP of the Capital Region - Pod A,Culpeper,VA,22701,9/28/12,Lit,Carrier Neutral Data Center
25634-0,Sofia,1,3 Grigori Gorbatenko Str.,Neterra-Teleport 2,Sofia,BG,1784,1/19/11,Lit,Carrier Neutral Data Center
25672-0,Newark,1,800 Cottontail Lane,Sentinel Data Center,Somerset,NJ,8773,5/12/16,Lit,Carrier Neutral Data Center
25687-0,London,1,20 Mastmaker Court,COI Hub - LON13 - Mastmaker Court,London,UK,E149UB,5/19/11,Lit,Cogent Data Center
25710-0,Thessaloniki,1,"56, Pontou str",COI Hub - SKG01 - Synapsecom,Thessaloniki,GC,54628,7/19/11,Lit,Carrier Neutral Data Center
2576-1,Houston,1,"1001 Texas Ave, Suite 330",Quasar Data Center (fka Lakota Data Center),Houston,TX,77002,8/25/06,Lit,Carrier Neutral Data Center
26011-1,Newark,1,200 Campus Dr,DataPipe New Jersey,Franklin Township,NJ,8873,2/25/16,Lit,Carrier Neutral Data Center
26071-0,Newark,1,125 Belmont Drive,DataPipe New Jersey,Franklin Township,NJ,8873,3/28/13,Lit,Carrier Neutral Data Center
26209-0,Stamford,1,10 Riverbend Road South,CyrusOne Data Center,Stamford,CT,6907,4/13/16,Lit,Carrier Neutral Data Center
26339-0,Detroit,1,24245 Northwestern Highway,123 Net DC3,Southfield,MI,48075,2/10/16,Lit,Carrier Neutral Data Center
26365-0,Malaga,1,Eduardo Queipo de Llano Caballero 59,COI Hub - AGP01 - Malaga Data Center /Quenture,Malaga,ES,29004,8/19/11,Lit,Carrier Neutral Data Center
26426-1,Jacksonville,1,4800 Spring Park Rd,Cologix JAX2,Jacksonville,FL,32207,5/18/15,Lit,Carrier Neutral Data Center
26678-1,Pittsburgh,1,2202 Liberty Ave,VXCHNGE,Pittsburgh,PA,15222,3/29/16,Lit,Carrier Neutral Data Center
2695-2,Los Angeles,1,530 W 6th St - Penthouse,MultiPoint,Los Angeles,CA,90014,12/6/02,Lit,Carrier Neutral Data Center
2695-3,Los Angeles,1,530 W 6th St,Cogent Data Center-LMC,Los Angeles,CA,90014,8/3/07,Lit,Cogent Data Center
2695-4,Los Angeles,1,530 W 6th St,Last Mile IX2,Los Angeles,CA,90014,8/3/07,Lit,Carrier Neutral Data Center
2695-5,Los Angeles,1,530 W 6th St,Building MMR,Los Angeles,CA,90014,8/3/07,Lit,Carrier Neutral Data Center
2698-1,Los Angeles,1,700 Wilshire Blvd - 1st Floor,Meet Me Room (Summit Co-Locate),Los Angeles,CA,90017,10/1/03,Lit,Carrier Neutral Data Center
2699-1,Los Angeles,1,800 S Hope St,US Colo,Los Angeles,CA,90017,8/11/09,Lit,Carrier Neutral Data Center
27156-0,Detroit,1,24275 Northwestern Highway,123 Net DC 2,Southfield,MI,48075,2/10/16,Lit,Carrier Neutral Data Center
2719-1,New York,1,32 Avenue of the Americas,CoreSite Datacenter,New York,NY,10013,7/28/10,Lit,Carrier Neutral Data Center
2719-2,New York,1,32 Avenue of the Americas,Building MMR Telx,New York,NY,10013,9/25/14,Lit,Carrier Neutral Data Center
2719-3,New York,1,32 Avenue of the Americas,COI Hub - JFK01 (new),New York,NY,10013,2/19/15,Lit,Cogent Hub
27220-0,Bratislava,1,Istrijska ulica 26,"SWAN, Perpetuus DC",Bratislava,SK,841 07,5/23/11,Lit,Carrier Neutral Data Center
27277-0,San Diego,1,8830 Complex Drive,I2B Carrier Neutral Data,San Diego,CA,92123,3/24/11,Lit,Carrier Neutral Data Center
27278-1,Los Angeles,1,609 W 7th Street,IX2,Los Angeles,CA,90017,3/28/11,Lit,Carrier Neutral Data Center
27307-0,San Diego,1,8971 Complex Dr,I2B Networks Data Center,San Diego,CA,92123,3/4/11,Lit,Carrier Neutral Data Center
27308-1,Nashville,1,147 Fourth Avenue N,COI Hub - BNA01 - 365 Main,Nashville,TN,37219,12/6/13,Lit,Carrier Neutral Data Center
27749-0,Chicago,1,1850 Springer Dr.,CyrusOne,Lombard,IL,60148,2/13/15,Lit,Carrier Neutral Data Center
2782-1,Miami,2,1 NE 1st Street,Equinix (Formerly Switch and Data),Miami,FL,33132,12/10/11,Un Lit,Carrier Neutral Data Center
27852-0,Santa Clara,1,2625 Walsh,Telx DC- Previously Vantage (V1),Santa Clara,CA,95051,12/2/11,Lit,Carrier Neutral Data Center
27888-0,Newark,1,3003 Woodbridge Ave,COI Pop - EWR06 - I/O Data Center,Edison,NJ,8837,6/1/12,Lit,Carrier Neutral Data Center
2802-1,Miami,1,36 NE 2ND ST,Equinix (Formerly Switch and Data) (former Layer O,Miami,FL,33132,8/9/01,Lit,Carrier Neutral Data Center
2802-2,Miami,1,36 NE 2nd ST,Telx MMR,Miami,FL,33132,8/27/08,Lit,Carrier Neutral Data Center
2802-4,Miami,1,36 NE 2nd ST Suite 570,Interconnect,Miami,FL,33132,10/21/08,Lit,Carrier Neutral Data Center
2802-5,Miami,1,36 NE 2nd ST,ColoHouse,Miami,FL,33132,12/16/09,Lit,Carrier Neutral Data Center
2802-6,Miami,1,36 NE 2nd Street,ZCOLO,Miami,FL,33132,6/9/15,Lit,Carrier Neutral Data Center
28444-0,Belgrade,1,Bulevar Oslobojenda 18,COI Hub - BEG01 - TARGO former Nuba Telehouse at A,Belgrade,RS,1100,5/24/12,Lit,Carrier Neutral Data Center
28446-0,Manchester,1,"76 Trafford Wharf Road, Trafford Park",Telecity Manchester 3,Manchester,UK,M17 1HE,10/26/12,Lit,Carrier Neutral Data Center
28516-0,Phoenix,1,2305 Ellis Street-Bldg. 5,Cyrus One- Building 5,Chandler,AZ,85286,2/25/16,Lit,Carrier Neutral Data Center
2852-2,Newark,1,300 Boulevard East,TELX MMR,Weehawken,NJ,7086,11/20/14,Lit,Carrier Neutral Data Center
28530-0,Dallas,1,2914 Taylor St,OPUS 3 DataCenter,Dallas,TX,75226,1/23/14,Lit,Carrier Neutral Data Center
28594-0,Amsterdam,1,Lemelerbergweg 28,COI Pop - AMS08 - SWITCH,Amsterdam,NL,1101 AH,11/11/11,Lit,Carrier Neutral Data Center
28597-0,Dallas,1,1221 Coit Rd,Internap Plano,Plano,TX,75075,3/19/12,Lit,Carrier Neutral Data Center
2874-1,New Jersey,1,100 Delawanna,COI Pop - EWR04 - TELX,Clifton,NJ,7014,9/30/13,Lit,Carrier Neutral Data Center
2877-1,Newark,1,111 Town Square Place (fka 111 Pavonia Ave),vXchnge,Jersey City,NJ,7310,12/28/01,Lit,Carrier Neutral Data Center
2877-19,Newark,1,111 Town Square Place (fka 111 Pavonia Ave),"111 TSP Data Center, 11th Floor",Jersey City,NJ,7310,3/17/16,Lit,Carrier Neutral Data Center
28786-1,Cleveland,1,1525 Rockwell Ave,zColo,Cleveland,OH,44114,12/15/11,Lit,Carrier Neutral Data Center
28786-2,Cleveland,1,1525 Rockwell Ave,Secure365ata Center,Cleveland,OH,44114,11/24/15,Lit,Carrier Neutral Data Center
2887-1,Newark,1,15 CORPORATE PL S,Open Data Centers,PISCATAWAY,NJ,8854,12/31/13,Lit,Carrier Neutral Data Center
2894-1,Newark,1,165 Halsey Street,COI Pop - EWR02 - Equinix Newark,Newark,NJ,7102,2/28/02,Lit,Carrier Neutral Data Center
2894-2,Newark,1,"165 Halsey St, 7th Fl",Level 3,Newark,NJ,7102,1/31/02,Lit,Carrier Neutral Data Center
2894-4,Newark,1,165 Halsey St - 5th Floor,ZCOLO,Newark,NJ,7102,2/14/02,Lit,Carrier Neutral Data Center
28988-0,Skopje,1,Nikola Parapunov NN,COI Pop - SKP01 - Telesmart,Skopje,MK,1000,12/22/11,Lit,Carrier Neutral Data Center
29131-1,Vancouver,1,555 Hastings Street West,COI Hub - YVR01 - Cologix,Vancouver,BC,V6B 4N4,6/4/12,Lit,Carrier Neutral Data Center
29193-0,Columbus,1,555 Scherers Court,Cologix,Columbus,OH,43085,6/11/15,Lit,Carrier Neutral Data Center
29424-0,"Washington, DC",1,11700 Montgomery Rd,AINET Data Center,Beltsville,MD,20705,12/19/12,Lit,Carrier Neutral Data Center
2946-1,Newark,1,5851 Westside Ave,Equinix (Formerly Switch and Data),North Bergen,NJ,0,3/17/09,Lit,Carrier Neutral Data Center
29490-1,Montreal,1,1155 University St TBD,Cologix 7,Montreal,QC,H3B 3A7,5/30/14,Lit,Carrier Neutral Data Center
2966-1,Newark,1,95 Christopher Columbus Dr 19th Flr,QTS Datacenter,Jersey City,NJ,7302,4/30/08,Lit,Carrier Neutral Data Center
2999-2,Philadelphia,1,2401 Locust St,"Quonix Networks, Inc. Data Center",Philadelphia,PA,19103,2/6/09,Lit,Carrier Neutral Data Center
3002-1,Philadelphia,1,3701 Market St,365 Main (Formerly Equinix),Philadelphia,PA,19104,4/15/01,Lit,Carrier Neutral Data Center
3003-1,Philadelphia,1,401 N Broad Street,COI Pop - PHL03 - Equinix (Formerly Switch and Dat,Philadelphia,PA,19123,4/23/01,Lit,Carrier Neutral Data Center
3003-2,Philadelphia,1,401 N Broad St - 11th Floor,SunGard,Philadelphia,PA,19123,3/28/02,Lit,Carrier Neutral Data Center
3003-3,Philadelphia,1,401 N Broad St - 3rd Floor,Level 3,Philadelphia,PA,19123,12/13/01,Lit,Carrier Neutral Data Center
3003-4,Philadelphia,1,401 N Broad,Netrality,Philadelphia,PA,19108,1/5/16,Lit,Carrier Neutral Data Center
3003-6,Philadelphia,1,401 N. Broad Street,Lightower,Philadelphia,PA,19123,3/21/08,Lit,Carrier Neutral Data Center
